lexeme_id	language	root_id	root_radicals_dotted	shin_sin_resolution	root_homonym_index	binyan	binyan_raw	lemma_vocalized	lemma_unvocalized	infinitive_vocalized	infinitive_unvocalized	citation_past_3ms_vocalized	citation_past_3ms_unvocalized	gloss_en	sense_id	modern_hebrew	attested	has_unimorph_paradigm	source_primary	source_ids	match_status	match_method	match_score	match_evidence	match_ambiguous	binyan_shape_heuristic	binyan_shape_rule	voc_unvoc_pairing_status	voc_unvoc_pairing_score	gizra_labels	wiktionary_registers	n_cells	past_expected_cells	past_observed_cells	past_completeness	past_complete	ud_attested	confidence_root	confidence_binyan	confidence_lexeme	quality_tier	quality_flags
SYN-LX-f8b08e092e	x-syn-heb	SYN-RT-dbfaa7703a	ב-ג-שׁ	SOURCE		NIFAL	synthetic_template:NIFAL	נִבְגַשׁ	נבגש			נִבְגַשׁ	נבגש			False	False	False	synthetic_v1	synthetic_v1:lexeme:בגשׁ:NIFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-04b7cda697	x-syn-heb	SYN-RT-dbfaa7703a	ב-ג-שׁ	SOURCE		PIEL	synthetic_template:PIEL	בִגֵּשׁ	בגש			בִגֵּשׁ	בגש			False	False	False	synthetic_v1	synthetic_v1:lexeme:בגשׁ:PIEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-88b7787403	x-syn-heb	SYN-RT-dbfaa7703a	ב-ג-שׁ	SOURCE		PUAL	synthetic_template:PUAL	בֻגַּשׁ	בגש			בֻגַּשׁ	בגש			False	False	False	synthetic_v1	synthetic_v1:lexeme:בגשׁ:PUAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-870cf8599c	x-syn-heb	SYN-RT-dbfaa7703a	ב-ג-שׁ	SOURCE		HIFIL	synthetic_template:HIFIL	הִבְגִישׁ	הבגיש			הִבְגִישׁ	הבגיש			False	False	False	synthetic_v1	synthetic_v1:lexeme:בגשׁ:HIFIL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-e2755e09eb	x-syn-heb	SYN-RT-dbfaa7703a	ב-ג-שׁ	SOURCE		HUFAL	synthetic_template:HUFAL	הֻבְגַשׁ	הבגש			הֻבְגַשׁ	הבגש			False	False	False	synthetic_v1	synthetic_v1:lexeme:בגשׁ:HUFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-0f9f7ddaaa	x-syn-heb	SYN-RT-dbfaa7703a	ב-ג-שׁ	SOURCE		HITPAEL	synthetic_template:HITPAEL	הִתְבַגֵּשׁ	התבגש			הִתְבַגֵּשׁ	התבגש			False	False	False	synthetic_v1	synthetic_v1:lexeme:בגשׁ:HITPAEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-de40f67216	x-syn-heb	SYN-RT-a306470cc2	ב-ד-ל	NA		PAAL	synthetic_template:PAAL	בָדַל	בדל			בָדַל	בדל			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדל:PAAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-5b41e90223	x-syn-heb	SYN-RT-a306470cc2	ב-ד-ל	NA		NIFAL	synthetic_template:NIFAL	נִבְדַל	נבדל			נִבְדַל	נבדל			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדל:NIFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-ac048f0c4d	x-syn-heb	SYN-RT-a306470cc2	ב-ד-ל	NA		PIEL	synthetic_template:PIEL	בִדֵּל	בדל			בִדֵּל	בדל			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדל:PIEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-b39e24b653	x-syn-heb	SYN-RT-a306470cc2	ב-ד-ל	NA		PUAL	synthetic_template:PUAL	בֻדַּל	בדל			בֻדַּל	בדל			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדל:PUAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-e6ed314b07	x-syn-heb	SYN-RT-a306470cc2	ב-ד-ל	NA		HIFIL	synthetic_template:HIFIL	הִבְדִיל	הבדיל			הִבְדִיל	הבדיל			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדל:HIFIL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-e5c2f26429	x-syn-heb	SYN-RT-a306470cc2	ב-ד-ל	NA		HUFAL	synthetic_template:HUFAL	הֻבְדַל	הבדל			הֻבְדַל	הבדל			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדל:HUFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-2fc07190b3	x-syn-heb	SYN-RT-a306470cc2	ב-ד-ל	NA		HITPAEL	synthetic_template:HITPAEL	הִתְבַדֵּל	התבדל			הִתְבַדֵּל	התבדל			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדל:HITPAEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-cc5c4ddb62	x-syn-heb	SYN-RT-be428f7c1d	ב-ד-צ	NA		PAAL	synthetic_template:PAAL	בָדַץ	בדץ			בָדַץ	בדץ			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדצ:PAAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-52ff99d9cc	x-syn-heb	SYN-RT-be428f7c1d	ב-ד-צ	NA		NIFAL	synthetic_template:NIFAL	נִבְדַץ	נבדץ			נִבְדַץ	נבדץ			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדצ:NIFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-56ec32ce3e	x-syn-heb	SYN-RT-be428f7c1d	ב-ד-צ	NA		PIEL	synthetic_template:PIEL	בִדֵּץ	בדץ			בִדֵּץ	בדץ			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדצ:PIEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-429f5b5f16	x-syn-heb	SYN-RT-be428f7c1d	ב-ד-צ	NA		PUAL	synthetic_template:PUAL	בֻדַּץ	בדץ			בֻדַּץ	בדץ			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדצ:PUAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-f6a89e69b9	x-syn-heb	SYN-RT-be428f7c1d	ב-ד-צ	NA		HIFIL	synthetic_template:HIFIL	הִבְדִיץ	הבדיץ			הִבְדִיץ	הבדיץ			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדצ:HIFIL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-4190243cc6	x-syn-heb	SYN-RT-be428f7c1d	ב-ד-צ	NA		HUFAL	synthetic_template:HUFAL	הֻבְדַץ	הבדץ			הֻבְדַץ	הבדץ			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדצ:HUFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-93b2132e7c	x-syn-heb	SYN-RT-be428f7c1d	ב-ד-צ	NA		HITPAEL	synthetic_template:HITPAEL	הִתְבַדֵּץ	התבדץ			הִתְבַדֵּץ	התבדץ			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדצ:HITPAEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-06612bd5ea	x-syn-heb	SYN-RT-06d364d37d	ב-ד-ק	NA		PAAL	synthetic_template:PAAL	בָדַק	בדק			בָדַק	בדק			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדק:PAAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-322a67e2df	x-syn-heb	SYN-RT-06d364d37d	ב-ד-ק	NA		NIFAL	synthetic_template:NIFAL	נִבְדַק	נבדק			נִבְדַק	נבדק			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדק:NIFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-6e90c31ef2	x-syn-heb	SYN-RT-06d364d37d	ב-ד-ק	NA		PIEL	synthetic_template:PIEL	בִדֵּק	בדק			בִדֵּק	בדק			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדק:PIEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-04d64accb5	x-syn-heb	SYN-RT-06d364d37d	ב-ד-ק	NA		PUAL	synthetic_template:PUAL	בֻדַּק	בדק			בֻדַּק	בדק			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדק:PUAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-bfb14c4774	x-syn-heb	SYN-RT-06d364d37d	ב-ד-ק	NA		HIFIL	synthetic_template:HIFIL	הִבְדִיק	הבדיק			הִבְדִיק	הבדיק			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדק:HIFIL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-c8262ef91b	x-syn-heb	SYN-RT-06d364d37d	ב-ד-ק	NA		HUFAL	synthetic_template:HUFAL	הֻבְדַק	הבדק			הֻבְדַק	הבדק			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדק:HUFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-e3323b4dc3	x-syn-heb	SYN-RT-06d364d37d	ב-ד-ק	NA		HITPAEL	synthetic_template:HITPAEL	הִתְבַדֵּק	התבדק			הִתְבַדֵּק	התבדק			False	False	False	synthetic_v1	synthetic_v1:lexeme:בדק:HITPAEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-903423351d	x-syn-heb	SYN-RT-a0399e8622	ב-ז-ד	NA		PAAL	synthetic_template:PAAL	בָזַד	בזד			בָזַד	בזד			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזד:PAAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-3dfe663e57	x-syn-heb	SYN-RT-a0399e8622	ב-ז-ד	NA		NIFAL	synthetic_template:NIFAL	נִבְזַד	נבזד			נִבְזַד	נבזד			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזד:NIFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-9f0fcbfdb5	x-syn-heb	SYN-RT-a0399e8622	ב-ז-ד	NA		PIEL	synthetic_template:PIEL	בִזֵּד	בזד			בִזֵּד	בזד			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזד:PIEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-5ba215dda4	x-syn-heb	SYN-RT-a0399e8622	ב-ז-ד	NA		PUAL	synthetic_template:PUAL	בֻזַּד	בזד			בֻזַּד	בזד			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזד:PUAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-4a40cc1618	x-syn-heb	SYN-RT-a0399e8622	ב-ז-ד	NA		HIFIL	synthetic_template:HIFIL	הִבְזִיד	הבזיד			הִבְזִיד	הבזיד			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזד:HIFIL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-ed50e24551	x-syn-heb	SYN-RT-a0399e8622	ב-ז-ד	NA		HUFAL	synthetic_template:HUFAL	הֻבְזַד	הבזד			הֻבְזַד	הבזד			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזד:HUFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-1f2d8cf602	x-syn-heb	SYN-RT-a0399e8622	ב-ז-ד	NA		HITPAEL	synthetic_template:HITPAEL	הִתְבַזֵּד	התבזד			הִתְבַזֵּד	התבזד			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזד:HITPAEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-79afd621ac	x-syn-heb	SYN-RT-1c185e4123	ב-ז-ט	NA		PAAL	synthetic_template:PAAL	בָזַט	בזט			בָזַט	בזט			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזט:PAAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-6ed33f848b	x-syn-heb	SYN-RT-1c185e4123	ב-ז-ט	NA		NIFAL	synthetic_template:NIFAL	נִבְזַט	נבזט			נִבְזַט	נבזט			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזט:NIFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-9550e14c30	x-syn-heb	SYN-RT-1c185e4123	ב-ז-ט	NA		PIEL	synthetic_template:PIEL	בִזֵּט	בזט			בִזֵּט	בזט			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזט:PIEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-c617144fb5	x-syn-heb	SYN-RT-1c185e4123	ב-ז-ט	NA		PUAL	synthetic_template:PUAL	בֻזַּט	בזט			בֻזַּט	בזט			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזט:PUAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-4ea7012878	x-syn-heb	SYN-RT-1c185e4123	ב-ז-ט	NA		HIFIL	synthetic_template:HIFIL	הִבְזִיט	הבזיט			הִבְזִיט	הבזיט			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזט:HIFIL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-9b9e8fdb66	x-syn-heb	SYN-RT-1c185e4123	ב-ז-ט	NA		HUFAL	synthetic_template:HUFAL	הֻבְזַט	הבזט			הֻבְזַט	הבזט			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזט:HUFAL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
SYN-LX-32dc7020dd	x-syn-heb	SYN-RT-1c185e4123	ב-ז-ט	NA		HITPAEL	synthetic_template:HITPAEL	הִתְבַזֵּט	התבזט			הִתְבַזֵּט	התבזט			False	False	False	synthetic_v1	synthetic_v1:lexeme:בזט:HITPAEL	SYNTHETIC		1.0		False							9	9	9	1.0	True	False	1.0	1.0	1.0	GOLD	SYNTHETIC
