root_id	root_raw	root_normalized	radical_1	radical_2	radical_3	radical_4	radical_5	root_length	traditional_class	traditional_class_raw	r1_is_nun	r1_is_yod	r1_is_waw	r1_is_alef	r2_is_yod	r2_is_waw	r3_is_he	r3_is_yod	r3_is_alef	rfinal_is_he	r1_is_guttural	r2_is_guttural	r3_is_guttural	has_resh	is_geminate	is_reduplicated_quadriliteral	has_weak_radical	structural_signature	structural_class	sc_strong	sc_final_he	sc_hollow_candidate	sc_initial_nun	sc_initial_yod_waw	sc_geminate	sc_guttural_containing	sc_quadriliteral	root_orthographic	orthographic_root_group_id	n_lexemes	binyanim	source_primary	source_ids	confidence	quality_tier	quality_flags
SYN-RT-0a6b5a7e2e	ב-כ-ט	בכט	ב	כ	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בכט	SYN-RG-0f37ee12b8	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בכט	1.0	GOLD	SYNTHETIC
SYN-RT-7d09db3664	ב-כ-מ	בכמ	ב	כ	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בכמ	SYN-RG-a49042d7fd	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בכמ	1.0	GOLD	SYNTHETIC
SYN-RT-35a042d667	ב-כ-ר	בכר	ב	כ	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	בכר	SYN-RG-11c72b4478	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בכר	1.0	GOLD	SYNTHETIC
SYN-RT-d1a6cdb047	ב-כ-שׁ	בכשׁ	ב	כ	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בכש	SYN-RG-2e4c043d0f	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בכשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-044d327fd3	ב-ל-ג	בלג	ב	ל	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בלג	SYN-RG-77c48697ba	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בלג	1.0	GOLD	SYNTHETIC
SYN-RT-5f9505dfce	ב-ל-פ	בלפ	ב	ל	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בלפ	SYN-RG-ba49b60353	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בלפ	1.0	GOLD	SYNTHETIC
SYN-RT-dfa47a3c6d	ב-מ-ט	במט	ב	מ	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	במט	SYN-RG-8d34feb5f9	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:במט	1.0	GOLD	SYNTHETIC
SYN-RT-da831a9ef9	ב-מ-נ	במנ	ב	מ	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	במנ	SYN-RG-98c121f3d0	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:במנ	1.0	GOLD	SYNTHETIC
SYN-RT-9d267eec2a	ב-מ-ס	במס	ב	מ	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	במס	SYN-RG-5a3724d384	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:במס	1.0	GOLD	SYNTHETIC
SYN-RT-3f5ece0406	ב-מ-ק	במק	ב	מ	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	במק	SYN-RG-d161bfea1b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:במק	1.0	GOLD	SYNTHETIC
SYN-RT-6ffa7e0905	ב-נ-ז	בנז	ב	נ	ז			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	בנז	SYN-RG-563255783c	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בנז	1.0	GOLD	SYNTHETIC
SYN-RT-7264afc254	ב-נ-ט	בנט	ב	נ	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	בנט	SYN-RG-486f64d7ea	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בנט	1.0	GOLD	SYNTHETIC
SYN-RT-f1176c71a6	ב-נ-מ	בנמ	ב	נ	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	בנמ	SYN-RG-6cac59be58	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בנמ	1.0	GOLD	SYNTHETIC
SYN-RT-0595ce0dd4	ב-נ-פ	בנפ	ב	נ	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.N.C	strong	True	False	False	False	False	False	False	False	בנפ	SYN-RG-de9e1e902e	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בנפ	1.0	GOLD	SYNTHETIC
SYN-RT-8bd083e6e7	ב-ס-ז	בסז	ב	ס	ז			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בסז	SYN-RG-9d4d08abe2	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בסז	1.0	GOLD	SYNTHETIC
SYN-RT-36a257db0a	ב-ס-מ	בסמ	ב	ס	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בסמ	SYN-RG-d2ecb0f819	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בסמ	1.0	GOLD	SYNTHETIC
SYN-RT-9cd94e880c	ב-ס-צ	בסצ	ב	ס	צ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בסצ	SYN-RG-db9feb3807	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בסצ	1.0	GOLD	SYNTHETIC
SYN-RT-a586a79430	ב-ס-ר	בסר	ב	ס	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	בסר	SYN-RG-ef3af0a3ad	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בסר	1.0	GOLD	SYNTHETIC
SYN-RT-21e3cc00b7	ב-ס-ת	בסת	ב	ס	ת			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בסת	SYN-RG-89d2d0af9e	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בסת	1.0	GOLD	SYNTHETIC
SYN-RT-8f7f677103	ב-פ-ד	בפד	ב	פ	ד			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בפד	SYN-RG-e900bc96a7	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בפד	1.0	GOLD	SYNTHETIC
SYN-RT-442343e94e	ב-צ-ל	בצל	ב	צ	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בצל	SYN-RG-46683c8832	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בצל	1.0	GOLD	SYNTHETIC
SYN-RT-9464be8e5d	ב-צ-נ	בצנ	ב	צ	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	בצנ	SYN-RG-18d6e9cab0	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בצנ	1.0	GOLD	SYNTHETIC
SYN-RT-80122e31aa	ב-צ-ס	בצס	ב	צ	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בצס	SYN-RG-994dcc5f59	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בצס	1.0	GOLD	SYNTHETIC
SYN-RT-d4482bf525	ב-צ-ק	בצק	ב	צ	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בצק	SYN-RG-c60a533238	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בצק	1.0	GOLD	SYNTHETIC
SYN-RT-d1652d5889	ב-ק-ז	בקז	ב	ק	ז			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בקז	SYN-RG-50d20f6118	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בקז	1.0	GOLD	SYNTHETIC
SYN-RT-097927ab01	ב-ק-ט	בקט	ב	ק	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בקט	SYN-RG-4daf2022db	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בקט	1.0	GOLD	SYNTHETIC
SYN-RT-77918680b7	ב-ק-כ	בקכ	ב	ק	כ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בקכ	SYN-RG-cd0f6bfeeb	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בקכ	1.0	GOLD	SYNTHETIC
SYN-RT-68b78dc524	ב-ק-מ	בקמ	ב	ק	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בקמ	SYN-RG-e36b811165	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בקמ	1.0	GOLD	SYNTHETIC
SYN-RT-6ef21e51be	ב-ק-נ	בקנ	ב	ק	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	בקנ	SYN-RG-20c754e849	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בקנ	1.0	GOLD	SYNTHETIC
SYN-RT-f480155faa	ב-ק-ת	בקת	ב	ק	ת			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בקת	SYN-RG-486bae101f	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בקת	1.0	GOLD	SYNTHETIC
SYN-RT-e9d8dd2990	ב-ר-ג	ברג	ב	ר	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	ברג	SYN-RG-d57db6b0cc	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:ברג	1.0	GOLD	SYNTHETIC
SYN-RT-0ea02317e8	ב-ר-ל	ברל	ב	ר	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	ברל	SYN-RG-91d1c585ff	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:ברל	1.0	GOLD	SYNTHETIC
SYN-RT-170d9483a1	ב-ר-נ	ברנ	ב	ר	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.N	strong	True	False	False	False	False	False	False	False	ברנ	SYN-RG-d58cdfd99f	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:ברנ	1.0	GOLD	SYNTHETIC
SYN-RT-919c3ff989	ב-שׁ-ג	בשׁג	ב	ש	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בשג	SYN-RG-16fdde8cf9	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בשׁג	1.0	GOLD	SYNTHETIC
SYN-RT-3851527299	ב-שׁ-ד	בשׁד	ב	ש	ד			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בשד	SYN-RG-29feab87e7	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בשׁד	1.0	GOLD	SYNTHETIC
SYN-RT-72cf54c266	ב-שׁ-ת	בשׁת	ב	ש	ת			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בשת	SYN-RG-d821dd1a47	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בשׁת	1.0	GOLD	SYNTHETIC
SYN-RT-f41231f894	ב-ת-ג	בתג	ב	ת	ג			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בתג	SYN-RG-f83ed0c69c	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בתג	1.0	GOLD	SYNTHETIC
SYN-RT-6ea68ebc5e	ב-ת-מ	בתמ	ב	ת	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בתמ	SYN-RG-d2b279fc1e	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בתמ	1.0	GOLD	SYNTHETIC
SYN-RT-f71087fc92	ב-ת-ס	בתס	ב	ת	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בתס	SYN-RG-048514f1ca	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בתס	1.0	GOLD	SYNTHETIC
SYN-RT-49dd86518c	ב-ת-פ	בתפ	ב	ת	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בתפ	SYN-RG-2f705b1283	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בתפ	1.0	GOLD	SYNTHETIC
SYN-RT-ed3885830d	ב-ת-ק	בתק	ב	ת	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בתק	SYN-RG-8ae8578f04	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בתק	1.0	GOLD	SYNTHETIC
SYN-RT-2884f48bc0	ב-ת-ר	בתר	ב	ת	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	בתר	SYN-RG-68c3d6407e	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:בתר	1.0	GOLD	SYNTHETIC
SYN-RT-69abc2e9fb	ג-ב-מ	גבמ	ג	ב	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גבמ	SYN-RG-bbfbe99751	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גבמ	1.0	GOLD	SYNTHETIC
SYN-RT-13e583ebc6	ג-ב-נ	גבנ	ג	ב	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	גבנ	SYN-RG-3e4b110e88	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גבנ	1.0	GOLD	SYNTHETIC
SYN-RT-dd210012dd	ג-ב-ק	גבק	ג	ב	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גבק	SYN-RG-596509680b	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גבק	1.0	GOLD	SYNTHETIC
SYN-RT-c6d6132b3a	ג-ב-ר	גבר	ג	ב	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	גבר	SYN-RG-d417a7c63f	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גבר	1.0	GOLD	SYNTHETIC
SYN-RT-f30e3d7dfd	ג-ד-כ	גדכ	ג	ד	כ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גדכ	SYN-RG-56cf9cebab	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גדכ	1.0	GOLD	SYNTHETIC
SYN-RT-a06a1b8fec	ג-ד-ל	גדל	ג	ד	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גדל	SYN-RG-c7e99cff77	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גדל	1.0	GOLD	SYNTHETIC
SYN-RT-af79b54312	ג-ד-מ	גדמ	ג	ד	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גדמ	SYN-RG-0e94abdd35	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גדמ	1.0	GOLD	SYNTHETIC
SYN-RT-0fd72b2c44	ג-ד-ס	גדס	ג	ד	ס			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גדס	SYN-RG-b96d57dfbc	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גדס	1.0	GOLD	SYNTHETIC
SYN-RT-67728fe9ca	ג-ד-ק	גדק	ג	ד	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גדק	SYN-RG-5279b96dc8	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גדק	1.0	GOLD	SYNTHETIC
SYN-RT-39ff04f66b	ג-ד-שׁ	גדשׁ	ג	ד	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גדש	SYN-RG-7fbcb40be5	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גדשׁ	1.0	GOLD	SYNTHETIC
SYN-RT-efd5c8ea5e	ג-ז-ד	גזד	ג	ז	ד			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	גזד	SYN-RG-2436ddddc3	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	synthetic_v1	synthetic_v1:root:גזד	1.0	GOLD	SYNTHETIC
