pair_id	partition
LX-006a00a0ca:PST.1SG>PST.3FSG	train
LX-006a00a0ca:PST.1SG>PST.3MSG	train
LX-006a00a0ca:PST.1SG>PST.3PL	train
LX-006a00a0ca:PST.2FPL>PST.1SG	train
LX-006a00a0ca:PST.2FPL>PST.2MPL	train
LX-006a00a0ca:PST.2FPL>PST.3FSG	train
LX-006a00a0ca:PST.2FPL>PST.3MSG	train
LX-006a00a0ca:PST.2FPL>PST.3PL	train
LX-006a00a0ca:PST.2MPL>PST.1SG	train
LX-006a00a0ca:PST.2MPL>PST.2FPL	train
LX-006a00a0ca:PST.2MPL>PST.3FSG	train
LX-006a00a0ca:PST.2MPL>PST.3MSG	train
LX-006a00a0ca:PST.2MPL>PST.3PL	train
LX-006a00a0ca:PST.3FSG>PST.1SG	train
LX-006a00a0ca:PST.3FSG>PST.2FPL	train
LX-006a00a0ca:PST.3FSG>PST.2MPL	train
LX-006a00a0ca:PST.3FSG>PST.3MSG	train
LX-006a00a0ca:PST.3FSG>PST.3PL	train
LX-006a00a0ca:PST.3MSG>PST.1SG	train
LX-006a00a0ca:PST.3MSG>PST.2FPL	train
LX-006a00a0ca:PST.3MSG>PST.2MPL	train
LX-006a00a0ca:PST.3MSG>PST.3FSG	train
LX-006a00a0ca:PST.3MSG>PST.3PL	train
LX-006a00a0ca:PST.3PL>PST.1SG	train
LX-006a00a0ca:PST.3PL>PST.2FPL	train
LX-006a00a0ca:PST.3PL>PST.2MPL	train
LX-006a00a0ca:PST.3PL>PST.3FSG	train
LX-006a00a0ca:PST.3PL>PST.3MSG	train
LX-01012cf3d7:PST.1PL>PST.2FPL	train
LX-01012cf3d7:PST.1PL>PST.2FSG	train
LX-01012cf3d7:PST.1PL>PST.2MSG	train
LX-01012cf3d7:PST.1PL>PST.3FSG	train
LX-01012cf3d7:PST.1PL>PST.3MSG	train
LX-01012cf3d7:PST.2FPL>PST.1PL	train
LX-01012cf3d7:PST.2FPL>PST.2FSG	train
LX-01012cf3d7:PST.2FPL>PST.2MSG	train
LX-01012cf3d7:PST.2FPL>PST.3FSG	train
LX-01012cf3d7:PST.2FPL>PST.3MSG	train
LX-01012cf3d7:PST.2FSG>PST.1PL	train
LX-01012cf3d7:PST.2FSG>PST.2FPL	train
LX-01012cf3d7:PST.2FSG>PST.2MSG	train
LX-01012cf3d7:PST.2FSG>PST.3FSG	train
LX-01012cf3d7:PST.2FSG>PST.3MSG	train
LX-01012cf3d7:PST.2MSG>PST.1PL	train
LX-01012cf3d7:PST.2MSG>PST.2FPL	train
LX-01012cf3d7:PST.2MSG>PST.2FSG	train
LX-01012cf3d7:PST.2MSG>PST.3FSG	train
LX-01012cf3d7:PST.2MSG>PST.3MSG	train
LX-01012cf3d7:PST.3FSG>PST.1PL	train
LX-01012cf3d7:PST.3FSG>PST.2FPL	train
LX-01012cf3d7:PST.3FSG>PST.2FSG	train
LX-01012cf3d7:PST.3FSG>PST.2MSG	train
LX-01012cf3d7:PST.3FSG>PST.3MSG	train
LX-01012cf3d7:PST.3MSG>PST.1PL	train
LX-01012cf3d7:PST.3MSG>PST.2FPL	train
LX-01012cf3d7:PST.3MSG>PST.2FSG	train
LX-01012cf3d7:PST.3MSG>PST.2MSG	train
LX-01012cf3d7:PST.3MSG>PST.3FSG	train
LX-013b1f126e:PST.1PL>PST.2FPL	train
LX-013b1f126e:PST.1PL>PST.2MPL	train
LX-013b1f126e:PST.1PL>PST.2MSG	train
LX-013b1f126e:PST.1PL>PST.3FSG	train
LX-013b1f126e:PST.1PL>PST.3MSG	train
LX-013b1f126e:PST.2FPL>PST.1PL	train
LX-013b1f126e:PST.2FPL>PST.2MPL	train
LX-013b1f126e:PST.2FPL>PST.2MSG	train
LX-013b1f126e:PST.2FPL>PST.3FSG	train
LX-013b1f126e:PST.2FPL>PST.3MSG	train
LX-013b1f126e:PST.2MPL>PST.1PL	train
LX-013b1f126e:PST.2MPL>PST.2FPL	train
LX-013b1f126e:PST.2MPL>PST.2MSG	train
LX-013b1f126e:PST.2MPL>PST.3FSG	train
LX-013b1f126e:PST.2MPL>PST.3MSG	train
LX-013b1f126e:PST.2MSG>PST.1PL	train
LX-013b1f126e:PST.2MSG>PST.2FPL	train
LX-013b1f126e:PST.2MSG>PST.2MPL	train
LX-013b1f126e:PST.2MSG>PST.3FSG	train
LX-013b1f126e:PST.2MSG>PST.3MSG	train
LX-013b1f126e:PST.3FSG>PST.1PL	train
LX-013b1f126e:PST.3FSG>PST.2FPL	train
LX-013b1f126e:PST.3FSG>PST.2MPL	train
LX-013b1f126e:PST.3FSG>PST.2MSG	train
LX-013b1f126e:PST.3FSG>PST.3MSG	train
LX-013b1f126e:PST.3MSG>PST.1PL	train
LX-013b1f126e:PST.3MSG>PST.2FPL	train
LX-013b1f126e:PST.3MSG>PST.2MPL	train
LX-013b1f126e:PST.3MSG>PST.2MSG	train
LX-013b1f126e:PST.3MSG>PST.3FSG	train
LX-01501bd7f5:PST.1PL>PST.2FPL	train
LX-01501bd7f5:PST.1PL>PST.2MPL	train
LX-01501bd7f5:PST.1PL>PST.2MSG	train
LX-01501bd7f5:PST.1PL>PST.3MSG	train
LX-01501bd7f5:PST.1PL>PST.3PL	train
LX-01501bd7f5:PST.2FPL>PST.1PL	train
LX-01501bd7f5:PST.2FPL>PST.2MPL	train
LX-01501bd7f5:PST.2FPL>PST.2MSG	train
LX-01501bd7f5:PST.2FPL>PST.3MSG	train
LX-01501bd7f5:PST.2FPL>PST.3PL	train
LX-01501bd7f5:PST.2MPL>PST.1PL	train
LX-01501bd7f5:PST.2MPL>PST.2FPL	train
LX-01501bd7f5:PST.2MPL>PST.2MSG	train
LX-01501bd7f5:PST.2MPL>PST.3MSG	train
LX-01501bd7f5:PST.2MPL>PST.3PL	train
LX-01501bd7f5:PST.2MSG>PST.1PL	train
LX-01501bd7f5:PST.2MSG>PST.2FPL	train
LX-01501bd7f5:PST.2MSG>PST.2MPL	train
LX-01501bd7f5:PST.2MSG>PST.3MSG	train
LX-01501bd7f5:PST.2MSG>PST.3PL	train
LX-01501bd7f5:PST.3MSG>PST.1PL	train
LX-01501bd7f5:PST.3MSG>PST.2FPL	train
LX-01501bd7f5:PST.3MSG>PST.2MPL	train
LX-01501bd7f5:PST.3MSG>PST.2MSG	train
LX-01501bd7f5:PST.3MSG>PST.3PL	train
LX-01501bd7f5:PST.3PL>PST.1PL	train
LX-01501bd7f5:PST.3PL>PST.2FPL	train
LX-01501bd7f5:PST.3PL>PST.2MPL	train
LX-01501bd7f5:PST.3PL>PST.2MSG	train
LX-01501bd7f5:PST.3PL>PST.3MSG	train
LX-0175462ba3:PST.1PL>PST.1SG	train
LX-0175462ba3:PST.1PL>PST.2FPL	train
LX-0175462ba3:PST.1PL>PST.2MSG	train
LX-0175462ba3:PST.1PL>PST.3MSG	train
LX-0175462ba3:PST.1PL>PST.3PL	train
LX-0175462ba3:PST.1SG>PST.1PL	train
LX-0175462ba3:PST.1SG>PST.2FPL	train
LX-0175462ba3:PST.1SG>PST.2MSG	train
LX-0175462ba3:PST.1SG>PST.3MSG	train
LX-0175462ba3:PST.1SG>PST.3PL	train
LX-0175462ba3:PST.2FPL>PST.1PL	train
LX-0175462ba3:PST.2FPL>PST.1SG	train
LX-0175462ba3:PST.2FPL>PST.2MSG	train
LX-0175462ba3:PST.2FPL>PST.3MSG	train
LX-0175462ba3:PST.2FPL>PST.3PL	train
LX-0175462ba3:PST.2MSG>PST.1PL	train
LX-0175462ba3:PST.2MSG>PST.1SG	train
LX-0175462ba3:PST.2MSG>PST.2FPL	train
LX-0175462ba3:PST.2MSG>PST.3MSG	train
LX-0175462ba3:PST.2MSG>PST.3PL	train
LX-0175462ba3:PST.3MSG>PST.1PL	train
LX-0175462ba3:PST.3MSG>PST.1SG	train
LX-0175462ba3:PST.3MSG>PST.2FPL	train
LX-0175462ba3:PST.3MSG>PST.2MSG	train
LX-0175462ba3:PST.3MSG>PST.3PL	train
LX-0175462ba3:PST.3PL>PST.1PL	train
LX-0175462ba3:PST.3PL>PST.1SG	train
LX-0175462ba3:PST.3PL>PST.2FPL	train
LX-0175462ba3:PST.3PL>PST.2MSG	train
LX-0175462ba3:PST.3PL>PST.3MSG	train
LX-0183a3d20c:PST.1PL>PST.1SG	train
LX-0183a3d20c:PST.1PL>PST.2FSG	train
LX-0183a3d20c:PST.1PL>PST.2MSG	train
LX-0183a3d20c:PST.1PL>PST.3FSG	train
LX-0183a3d20c:PST.1PL>PST.3MSG	train
LX-0183a3d20c:PST.1SG>PST.1PL	train
LX-0183a3d20c:PST.1SG>PST.2FSG	train
LX-0183a3d20c:PST.1SG>PST.2MSG	train
LX-0183a3d20c:PST.1SG>PST.3FSG	train
LX-0183a3d20c:PST.1SG>PST.3MSG	train
LX-0183a3d20c:PST.2FSG>PST.1PL	train
LX-0183a3d20c:PST.2FSG>PST.1SG	train
LX-0183a3d20c:PST.2FSG>PST.2MSG	train
LX-0183a3d20c:PST.2FSG>PST.3FSG	train
LX-0183a3d20c:PST.2FSG>PST.3MSG	train
LX-0183a3d20c:PST.2MSG>PST.1PL	train
LX-0183a3d20c:PST.2MSG>PST.1SG	train
LX-0183a3d20c:PST.2MSG>PST.2FSG	train
LX-0183a3d20c:PST.2MSG>PST.3FSG	train
LX-0183a3d20c:PST.2MSG>PST.3MSG	train
LX-0183a3d20c:PST.3FSG>PST.1PL	train
LX-0183a3d20c:PST.3FSG>PST.1SG	train
LX-0183a3d20c:PST.3FSG>PST.2FSG	train
LX-0183a3d20c:PST.3FSG>PST.2MSG	train
LX-0183a3d20c:PST.3FSG>PST.3MSG	train
LX-0183a3d20c:PST.3MSG>PST.1PL	train
LX-0183a3d20c:PST.3MSG>PST.1SG	train
LX-0183a3d20c:PST.3MSG>PST.2FSG	train
LX-0183a3d20c:PST.3MSG>PST.2MSG	train
LX-0183a3d20c:PST.3MSG>PST.3FSG	train
LX-01f5e31b41:PST.1PL>PST.2FPL	train
LX-01f5e31b41:PST.1PL>PST.2FSG	train
LX-01f5e31b41:PST.1PL>PST.2MPL	train
LX-01f5e31b41:PST.1PL>PST.3MSG	train
LX-01f5e31b41:PST.1PL>PST.3PL	train
LX-01f5e31b41:PST.2FPL>PST.1PL	train
LX-01f5e31b41:PST.2FPL>PST.2FSG	train
LX-01f5e31b41:PST.2FPL>PST.2MPL	train
LX-01f5e31b41:PST.2FPL>PST.3MSG	train
LX-01f5e31b41:PST.2FPL>PST.3PL	train
LX-01f5e31b41:PST.2FSG>PST.1PL	train
LX-01f5e31b41:PST.2FSG>PST.2FPL	train
LX-01f5e31b41:PST.2FSG>PST.2MPL	train
LX-01f5e31b41:PST.2FSG>PST.3MSG	train
LX-01f5e31b41:PST.2FSG>PST.3PL	train
LX-01f5e31b41:PST.2MPL>PST.1PL	train
LX-01f5e31b41:PST.2MPL>PST.2FPL	train
LX-01f5e31b41:PST.2MPL>PST.2FSG	train
LX-01f5e31b41:PST.2MPL>PST.3MSG	train
LX-01f5e31b41:PST.2MPL>PST.3PL	train
LX-01f5e31b41:PST.3MSG>PST.1PL	train
LX-01f5e31b41:PST.3MSG>PST.2FPL	train
LX-01f5e31b41:PST.3MSG>PST.2FSG	train
LX-01f5e31b41:PST.3MSG>PST.2MPL	train
LX-01f5e31b41:PST.3MSG>PST.3PL	train
LX-01f5e31b41:PST.3PL>PST.1PL	train
LX-01f5e31b41:PST.3PL>PST.2FPL	train
LX-01f5e31b41:PST.3PL>PST.2FSG	train
LX-01f5e31b41:PST.3PL>PST.2MPL	train
LX-01f5e31b41:PST.3PL>PST.3MSG	train
LX-02613594ca:PST.1PL>PST.1SG	train
LX-02613594ca:PST.1PL>PST.2FPL	train
LX-02613594ca:PST.1PL>PST.2MPL	train
LX-02613594ca:PST.1PL>PST.3MSG	train
LX-02613594ca:PST.1PL>PST.3PL	train
LX-02613594ca:PST.1SG>PST.1PL	train
LX-02613594ca:PST.1SG>PST.2FPL	train
LX-02613594ca:PST.1SG>PST.2MPL	train
LX-02613594ca:PST.1SG>PST.3MSG	train
LX-02613594ca:PST.1SG>PST.3PL	train
LX-02613594ca:PST.2FPL>PST.1PL	train
LX-02613594ca:PST.2FPL>PST.1SG	train
LX-02613594ca:PST.2FPL>PST.2MPL	train
LX-02613594ca:PST.2FPL>PST.3MSG	train
LX-02613594ca:PST.2FPL>PST.3PL	train
LX-02613594ca:PST.2MPL>PST.1PL	train
LX-02613594ca:PST.2MPL>PST.1SG	train
LX-02613594ca:PST.2MPL>PST.2FPL	train
LX-02613594ca:PST.2MPL>PST.3MSG	train
LX-02613594ca:PST.2MPL>PST.3PL	train
LX-02613594ca:PST.3MSG>PST.1PL	train
LX-02613594ca:PST.3MSG>PST.1SG	train
LX-02613594ca:PST.3MSG>PST.2FPL	train
LX-02613594ca:PST.3MSG>PST.2MPL	train
LX-02613594ca:PST.3MSG>PST.3PL	train
LX-02613594ca:PST.3PL>PST.1PL	train
LX-02613594ca:PST.3PL>PST.1SG	train
LX-02613594ca:PST.3PL>PST.2FPL	train
LX-02613594ca:PST.3PL>PST.2MPL	train
LX-02613594ca:PST.3PL>PST.3MSG	train
LX-034b40ed0d:PST.2FPL>PST.2FSG	train
LX-034b40ed0d:PST.2FPL>PST.2MPL	train
LX-034b40ed0d:PST.2FPL>PST.2MSG	train
LX-034b40ed0d:PST.2FPL>PST.3FSG	train
LX-034b40ed0d:PST.2FPL>PST.3MSG	train
LX-034b40ed0d:PST.2FSG>PST.2FPL	train
LX-034b40ed0d:PST.2FSG>PST.2MPL	train
LX-034b40ed0d:PST.2FSG>PST.2MSG	train
LX-034b40ed0d:PST.2FSG>PST.3FSG	train
LX-034b40ed0d:PST.2FSG>PST.3MSG	train
LX-034b40ed0d:PST.2MPL>PST.2FPL	train
LX-034b40ed0d:PST.2MPL>PST.2FSG	train
LX-034b40ed0d:PST.2MPL>PST.2MSG	train
LX-034b40ed0d:PST.2MPL>PST.3FSG	train
LX-034b40ed0d:PST.2MPL>PST.3MSG	train
LX-034b40ed0d:PST.2MSG>PST.2FPL	train
LX-034b40ed0d:PST.2MSG>PST.2FSG	train
LX-034b40ed0d:PST.2MSG>PST.2MPL	train
LX-034b40ed0d:PST.2MSG>PST.3FSG	train
LX-034b40ed0d:PST.2MSG>PST.3MSG	train
LX-034b40ed0d:PST.3FSG>PST.2FPL	train
LX-034b40ed0d:PST.3FSG>PST.2FSG	train
LX-034b40ed0d:PST.3FSG>PST.2MPL	train
LX-034b40ed0d:PST.3FSG>PST.2MSG	train
LX-034b40ed0d:PST.3FSG>PST.3MSG	train
LX-034b40ed0d:PST.3MSG>PST.2FPL	train
LX-034b40ed0d:PST.3MSG>PST.2FSG	train
LX-034b40ed0d:PST.3MSG>PST.2MPL	train
LX-034b40ed0d:PST.3MSG>PST.2MSG	train
LX-034b40ed0d:PST.3MSG>PST.3FSG	train
LX-034fee4770:PST.1SG>PST.2FPL	train
LX-034fee4770:PST.1SG>PST.2MPL	train
LX-034fee4770:PST.1SG>PST.2MSG	train
LX-034fee4770:PST.1SG>PST.3MSG	train
LX-034fee4770:PST.1SG>PST.3PL	train
LX-034fee4770:PST.2FPL>PST.1SG	train
LX-034fee4770:PST.2FPL>PST.2MPL	train
LX-034fee4770:PST.2FPL>PST.2MSG	train
LX-034fee4770:PST.2FPL>PST.3MSG	train
LX-034fee4770:PST.2FPL>PST.3PL	train
LX-034fee4770:PST.2MPL>PST.1SG	train
LX-034fee4770:PST.2MPL>PST.2FPL	train
LX-034fee4770:PST.2MPL>PST.2MSG	train
LX-034fee4770:PST.2MPL>PST.3MSG	train
LX-034fee4770:PST.2MPL>PST.3PL	train
LX-034fee4770:PST.2MSG>PST.1SG	train
LX-034fee4770:PST.2MSG>PST.2FPL	train
LX-034fee4770:PST.2MSG>PST.2MPL	train
LX-034fee4770:PST.2MSG>PST.3MSG	train
LX-034fee4770:PST.2MSG>PST.3PL	train
LX-034fee4770:PST.3MSG>PST.1SG	train
LX-034fee4770:PST.3MSG>PST.2FPL	train
LX-034fee4770:PST.3MSG>PST.2MPL	train
LX-034fee4770:PST.3MSG>PST.2MSG	train
LX-034fee4770:PST.3MSG>PST.3PL	train
LX-034fee4770:PST.3PL>PST.1SG	train
LX-034fee4770:PST.3PL>PST.2FPL	train
LX-034fee4770:PST.3PL>PST.2MPL	train
LX-034fee4770:PST.3PL>PST.2MSG	train
LX-034fee4770:PST.3PL>PST.3MSG	train
LX-0365751b4c:PST.1PL>PST.1SG	train
LX-0365751b4c:PST.1PL>PST.2FPL	train
LX-0365751b4c:PST.1PL>PST.2MPL	train
LX-0365751b4c:PST.1PL>PST.3FSG	train
LX-0365751b4c:PST.1PL>PST.3MSG	train
LX-0365751b4c:PST.1SG>PST.1PL	train
LX-0365751b4c:PST.1SG>PST.2FPL	train
LX-0365751b4c:PST.1SG>PST.2MPL	train
LX-0365751b4c:PST.1SG>PST.3FSG	train
LX-0365751b4c:PST.1SG>PST.3MSG	train
LX-0365751b4c:PST.2FPL>PST.1PL	train
LX-0365751b4c:PST.2FPL>PST.1SG	train
LX-0365751b4c:PST.2FPL>PST.2MPL	train
LX-0365751b4c:PST.2FPL>PST.3FSG	train
LX-0365751b4c:PST.2FPL>PST.3MSG	train
LX-0365751b4c:PST.2MPL>PST.1PL	train
LX-0365751b4c:PST.2MPL>PST.1SG	train
LX-0365751b4c:PST.2MPL>PST.2FPL	train
LX-0365751b4c:PST.2MPL>PST.3FSG	train
LX-0365751b4c:PST.2MPL>PST.3MSG	train
LX-0365751b4c:PST.3FSG>PST.1PL	train
LX-0365751b4c:PST.3FSG>PST.1SG	train
LX-0365751b4c:PST.3FSG>PST.2FPL	train
LX-0365751b4c:PST.3FSG>PST.2MPL	train
LX-0365751b4c:PST.3FSG>PST.3MSG	train
LX-0365751b4c:PST.3MSG>PST.1PL	train
LX-0365751b4c:PST.3MSG>PST.1SG	train
LX-0365751b4c:PST.3MSG>PST.2FPL	train
LX-0365751b4c:PST.3MSG>PST.2MPL	train
LX-0365751b4c:PST.3MSG>PST.3FSG	train
LX-0367ea8cfa:PST.1PL>PST.1SG	train
LX-0367ea8cfa:PST.1PL>PST.2FPL	train
LX-0367ea8cfa:PST.1PL>PST.2MSG	train
LX-0367ea8cfa:PST.1PL>PST.3FSG	train
LX-0367ea8cfa:PST.1PL>PST.3MSG	train
LX-0367ea8cfa:PST.1SG>PST.1PL	train
LX-0367ea8cfa:PST.1SG>PST.2FPL	train
LX-0367ea8cfa:PST.1SG>PST.2MSG	train
LX-0367ea8cfa:PST.1SG>PST.3FSG	train
LX-0367ea8cfa:PST.1SG>PST.3MSG	train
LX-0367ea8cfa:PST.2FPL>PST.1PL	train
LX-0367ea8cfa:PST.2FPL>PST.1SG	train
LX-0367ea8cfa:PST.2FPL>PST.2MSG	train
LX-0367ea8cfa:PST.2FPL>PST.3FSG	train
LX-0367ea8cfa:PST.2FPL>PST.3MSG	train
LX-0367ea8cfa:PST.2MSG>PST.1PL	train
LX-0367ea8cfa:PST.2MSG>PST.1SG	train
LX-0367ea8cfa:PST.2MSG>PST.2FPL	train
LX-0367ea8cfa:PST.2MSG>PST.3FSG	train
LX-0367ea8cfa:PST.2MSG>PST.3MSG	train
LX-0367ea8cfa:PST.3FSG>PST.1PL	train
LX-0367ea8cfa:PST.3FSG>PST.1SG	train
LX-0367ea8cfa:PST.3FSG>PST.2FPL	train
LX-0367ea8cfa:PST.3FSG>PST.2MSG	train
LX-0367ea8cfa:PST.3FSG>PST.3MSG	train
LX-0367ea8cfa:PST.3MSG>PST.1PL	train
LX-0367ea8cfa:PST.3MSG>PST.1SG	train
LX-0367ea8cfa:PST.3MSG>PST.2FPL	train
LX-0367ea8cfa:PST.3MSG>PST.2MSG	train
LX-0367ea8cfa:PST.3MSG>PST.3FSG	train
LX-03b4b36136:PST.1PL>PST.1SG	train
LX-03b4b36136:PST.1PL>PST.2FPL	train
LX-03b4b36136:PST.1PL>PST.2FSG	train
LX-03b4b36136:PST.1PL>PST.3FSG	train
LX-03b4b36136:PST.1PL>PST.3MSG	train
LX-03b4b36136:PST.1SG>PST.1PL	train
LX-03b4b36136:PST.1SG>PST.2FPL	train
LX-03b4b36136:PST.1SG>PST.2FSG	train
LX-03b4b36136:PST.1SG>PST.3FSG	train
LX-03b4b36136:PST.1SG>PST.3MSG	train
LX-03b4b36136:PST.2FPL>PST.1PL	train
LX-03b4b36136:PST.2FPL>PST.1SG	train
LX-03b4b36136:PST.2FPL>PST.2FSG	train
LX-03b4b36136:PST.2FPL>PST.3FSG	train
LX-03b4b36136:PST.2FPL>PST.3MSG	train
LX-03b4b36136:PST.2FSG>PST.1PL	train
LX-03b4b36136:PST.2FSG>PST.1SG	train
LX-03b4b36136:PST.2FSG>PST.2FPL	train
LX-03b4b36136:PST.2FSG>PST.3FSG	train
LX-03b4b36136:PST.2FSG>PST.3MSG	train
LX-03b4b36136:PST.3FSG>PST.1PL	train
LX-03b4b36136:PST.3FSG>PST.1SG	train
LX-03b4b36136:PST.3FSG>PST.2FPL	train
LX-03b4b36136:PST.3FSG>PST.2FSG	train
LX-03b4b36136:PST.3FSG>PST.3MSG	train
LX-03b4b36136:PST.3MSG>PST.1PL	train
LX-03b4b36136:PST.3MSG>PST.1SG	train
LX-03b4b36136:PST.3MSG>PST.2FPL	train
LX-03b4b36136:PST.3MSG>PST.2FSG	train
LX-03b4b36136:PST.3MSG>PST.3FSG	train
LX-03b66917fd:PST.1PL>PST.2FPL	train
LX-03b66917fd:PST.1PL>PST.2MPL	train
LX-03b66917fd:PST.1PL>PST.2MSG	train
LX-03b66917fd:PST.1PL>PST.3MSG	train
LX-03b66917fd:PST.1PL>PST.3PL	train
LX-03b66917fd:PST.2FPL>PST.1PL	train
LX-03b66917fd:PST.2FPL>PST.2MPL	train
LX-03b66917fd:PST.2FPL>PST.2MSG	train
LX-03b66917fd:PST.2FPL>PST.3MSG	train
LX-03b66917fd:PST.2FPL>PST.3PL	train
LX-03b66917fd:PST.2MPL>PST.1PL	train
LX-03b66917fd:PST.2MPL>PST.2FPL	train
LX-03b66917fd:PST.2MPL>PST.2MSG	train
LX-03b66917fd:PST.2MPL>PST.3MSG	train
LX-03b66917fd:PST.2MPL>PST.3PL	train
LX-03b66917fd:PST.2MSG>PST.1PL	train
LX-03b66917fd:PST.2MSG>PST.2FPL	train
LX-03b66917fd:PST.2MSG>PST.2MPL	train
LX-03b66917fd:PST.2MSG>PST.3MSG	train
LX-03b66917fd:PST.2MSG>PST.3PL	train
LX-03b66917fd:PST.3MSG>PST.1PL	train
LX-03b66917fd:PST.3MSG>PST.2FPL	train
LX-03b66917fd:PST.3MSG>PST.2MPL	train
LX-03b66917fd:PST.3MSG>PST.2MSG	train
LX-03b66917fd:PST.3MSG>PST.3PL	train
LX-03b66917fd:PST.3PL>PST.1PL	train
LX-03b66917fd:PST.3PL>PST.2FPL	train
LX-03b66917fd:PST.3PL>PST.2MPL	train
LX-03b66917fd:PST.3PL>PST.2MSG	train
LX-03b66917fd:PST.3PL>PST.3MSG	train
LX-03d0a49dbc:PST.1PL>PST.2FSG	train
LX-03d0a49dbc:PST.1PL>PST.2MPL	train
LX-03d0a49dbc:PST.1PL>PST.2MSG	train
LX-03d0a49dbc:PST.1PL>PST.3MSG	train
LX-03d0a49dbc:PST.1PL>PST.3PL	train
LX-03d0a49dbc:PST.2FSG>PST.1PL	train
LX-03d0a49dbc:PST.2FSG>PST.2MPL	train
LX-03d0a49dbc:PST.2FSG>PST.2MSG	train
LX-03d0a49dbc:PST.2FSG>PST.3MSG	train
LX-03d0a49dbc:PST.2FSG>PST.3PL	train
LX-03d0a49dbc:PST.2MPL>PST.1PL	train
LX-03d0a49dbc:PST.2MPL>PST.2FSG	train
LX-03d0a49dbc:PST.2MPL>PST.2MSG	train
LX-03d0a49dbc:PST.2MPL>PST.3MSG	train
LX-03d0a49dbc:PST.2MPL>PST.3PL	train
LX-03d0a49dbc:PST.2MSG>PST.1PL	train
LX-03d0a49dbc:PST.2MSG>PST.2FSG	train
LX-03d0a49dbc:PST.2MSG>PST.2MPL	train
LX-03d0a49dbc:PST.2MSG>PST.3MSG	train
LX-03d0a49dbc:PST.2MSG>PST.3PL	train
LX-03d0a49dbc:PST.3MSG>PST.1PL	train
LX-03d0a49dbc:PST.3MSG>PST.2FSG	train
