pair_id	partition
LX-0183a3d20c:PST.3MSG>PST.1SG	train
LX-0183a3d20c:PST.3MSG>PST.2FSG	train
LX-0183a3d20c:PST.3MSG>PST.2MPL	train
LX-0183a3d20c:PST.3MSG>PST.3FSG	train
LX-01f5e31b41:PST.3MSG>PST.1PL	train
LX-01f5e31b41:PST.3MSG>PST.2FPL	train
LX-01f5e31b41:PST.3MSG>PST.2MPL	train
LX-01f5e31b41:PST.3MSG>PST.3FSG	train
LX-01f5e31b41:PST.3MSG>PST.3PL	train
LX-02613594ca:PST.3MSG>PST.1PL	train
LX-02613594ca:PST.3MSG>PST.1SG	train
LX-02613594ca:PST.3MSG>PST.2FPL	train
LX-02613594ca:PST.3MSG>PST.2FSG	train
LX-02613594ca:PST.3MSG>PST.2MPL	train
LX-034b40ed0d:PST.3MSG>PST.1SG	train
LX-034b40ed0d:PST.3MSG>PST.2FSG	train
LX-034b40ed0d:PST.3MSG>PST.2MPL	train
LX-034b40ed0d:PST.3MSG>PST.3FSG	train
LX-034b40ed0d:PST.3MSG>PST.3PL	train
LX-034fee4770:PST.3MSG>PST.1PL	train
LX-034fee4770:PST.3MSG>PST.1SG	train
LX-034fee4770:PST.3MSG>PST.2FSG	train
LX-034fee4770:PST.3MSG>PST.2MPL	train
LX-034fee4770:PST.3MSG>PST.3FSG	train
LX-0365751b4c:PST.3MSG>PST.1SG	train
LX-0365751b4c:PST.3MSG>PST.2FPL	train
LX-0365751b4c:PST.3MSG>PST.2FSG	train
LX-0365751b4c:PST.3MSG>PST.2MPL	train
LX-0365751b4c:PST.3MSG>PST.2MSG	train
LX-0367ea8cfa:PST.3MSG>PST.1PL	train
LX-0367ea8cfa:PST.3MSG>PST.2FPL	train
LX-0367ea8cfa:PST.3MSG>PST.2MSG	train
LX-0367ea8cfa:PST.3MSG>PST.3FSG	train
LX-0367ea8cfa:PST.3MSG>PST.3PL	train
LX-03b4b36136:PST.3MSG>PST.1PL	train
LX-03b4b36136:PST.3MSG>PST.2FPL	train
LX-03b4b36136:PST.3MSG>PST.2FSG	train
LX-03b4b36136:PST.3MSG>PST.2MSG	train
LX-03b4b36136:PST.3MSG>PST.3PL	train
LX-03b66917fd:PST.3MSG>PST.1PL	train
LX-03b66917fd:PST.3MSG>PST.1SG	train
LX-03b66917fd:PST.3MSG>PST.2FPL	train
LX-03b66917fd:PST.3MSG>PST.2FSG	train
LX-03b66917fd:PST.3MSG>PST.3FSG	train
LX-03d0a49dbc:PST.3MSG>PST.1PL	train
LX-03d0a49dbc:PST.3MSG>PST.1SG	train
LX-03d0a49dbc:PST.3MSG>PST.2MPL	train
LX-03d0a49dbc:PST.3MSG>PST.3FSG	train
LX-03d0a49dbc:PST.3MSG>PST.3PL	train
LX-03d434e912:PST.3MSG>PST.2FPL	train
LX-03d434e912:PST.3MSG>PST.2FSG	train
LX-03d434e912:PST.3MSG>PST.2MSG	train
LX-03d434e912:PST.3MSG>PST.3FSG	train
LX-03d434e912:PST.3MSG>PST.3PL	train
LX-04041d6ade:PST.3MSG>PST.1PL	train
LX-04041d6ade:PST.3MSG>PST.2FPL	train
LX-04041d6ade:PST.3MSG>PST.2FSG	train
LX-04041d6ade:PST.3MSG>PST.3FSG	train
LX-04041d6ade:PST.3MSG>PST.3PL	train
LX-041a1e9a8f:PST.3MSG>PST.1PL	train
LX-041a1e9a8f:PST.3MSG>PST.1SG	train
LX-041a1e9a8f:PST.3MSG>PST.2FSG	train
LX-041a1e9a8f:PST.3MSG>PST.2MSG	train
LX-041a1e9a8f:PST.3MSG>PST.3PL	train
LX-042da2e637:PST.3MSG>PST.2FSG	train
LX-042da2e637:PST.3MSG>PST.2MPL	train
LX-042da2e637:PST.3MSG>PST.2MSG	train
LX-042da2e637:PST.3MSG>PST.3FSG	train
LX-042da2e637:PST.3MSG>PST.3PL	train
LX-04565cf696:PST.3MSG>PST.1PL	train
LX-04565cf696:PST.3MSG>PST.1SG	train
LX-04565cf696:PST.3MSG>PST.2MSG	train
LX-04565cf696:PST.3MSG>PST.3FSG	train
LX-04565cf696:PST.3MSG>PST.3PL	train
LX-0502c68f82:PST.3MSG>PST.2FSG	train
LX-0502c68f82:PST.3MSG>PST.2MPL	train
LX-0502c68f82:PST.3MSG>PST.2MSG	train
LX-0502c68f82:PST.3MSG>PST.3FSG	train
LX-0502c68f82:PST.3MSG>PST.3PL	train
LX-055a7768b7:PST.3MSG>PST.1PL	train
LX-055a7768b7:PST.3MSG>PST.2FPL	train
LX-055a7768b7:PST.3MSG>PST.2FSG	train
LX-055a7768b7:PST.3MSG>PST.2MSG	train
LX-055a7768b7:PST.3MSG>PST.3FSG	train
LX-059f1efcac:PST.3MSG>PST.1PL	train
LX-059f1efcac:PST.3MSG>PST.2FSG	train
LX-059f1efcac:PST.3MSG>PST.2MPL	train
LX-059f1efcac:PST.3MSG>PST.2MSG	train
LX-059f1efcac:PST.3MSG>PST.3PL	train
LX-05b4d79f2d:PST.3MSG>PST.1PL	train
LX-05b4d79f2d:PST.3MSG>PST.1SG	train
LX-05b4d79f2d:PST.3MSG>PST.2MSG	train
LX-05b4d79f2d:PST.3MSG>PST.3FSG	train
LX-05b4d79f2d:PST.3MSG>PST.3PL	train
LX-060a887b96:PST.3MSG>PST.1PL	train
LX-060a887b96:PST.3MSG>PST.1SG	train
LX-060a887b96:PST.3MSG>PST.2FSG	train
LX-060a887b96:PST.3MSG>PST.2MPL	train
LX-060a887b96:PST.3MSG>PST.2MSG	train
LX-066e3c4444:PST.3MSG>PST.1SG	train
LX-066e3c4444:PST.3MSG>PST.2FSG	train
LX-066e3c4444:PST.3MSG>PST.2MSG	train
LX-066e3c4444:PST.3MSG>PST.3FSG	train
LX-066e3c4444:PST.3MSG>PST.3PL	train
LX-073fc756b3:PST.3MSG>PST.1PL	train
LX-073fc756b3:PST.3MSG>PST.2FPL	train
LX-073fc756b3:PST.3MSG>PST.2FSG	train
LX-073fc756b3:PST.3MSG>PST.3FSG	train
LX-073fc756b3:PST.3MSG>PST.3PL	train
LX-07447c1f05:PST.3MSG>PST.2FPL	train
LX-07447c1f05:PST.3MSG>PST.2MPL	train
LX-07447c1f05:PST.3MSG>PST.2MSG	train
LX-07447c1f05:PST.3MSG>PST.3FSG	train
LX-07447c1f05:PST.3MSG>PST.3PL	train
LX-07cb60a837:PST.3MSG>PST.1PL	train
LX-07cb60a837:PST.3MSG>PST.1SG	train
LX-07cb60a837:PST.3MSG>PST.2FPL	train
LX-07cb60a837:PST.3MSG>PST.2MSG	train
LX-07cb60a837:PST.3MSG>PST.3PL	train
LX-08ab7f012d:PST.3MSG>PST.1PL	train
LX-08ab7f012d:PST.3MSG>PST.1SG	train
LX-08ab7f012d:PST.3MSG>PST.2FPL	train
LX-08ab7f012d:PST.3MSG>PST.2FSG	train
LX-08ab7f012d:PST.3MSG>PST.2MSG	train
LX-08bd18db60:PST.3MSG>PST.1PL	train
LX-08bd18db60:PST.3MSG>PST.1SG	train
LX-08bd18db60:PST.3MSG>PST.2FSG	train
LX-08bd18db60:PST.3MSG>PST.2MPL	train
LX-08bd18db60:PST.3MSG>PST.3PL	train
LX-08f48de8ae:PST.3MSG>PST.1PL	train
LX-08f48de8ae:PST.3MSG>PST.1SG	train
LX-08f48de8ae:PST.3MSG>PST.2FPL	train
LX-08f48de8ae:PST.3MSG>PST.3FSG	train
LX-08f48de8ae:PST.3MSG>PST.3PL	train
LX-0966d22501:PST.3MSG>PST.1PL	train
LX-0966d22501:PST.3MSG>PST.1SG	train
LX-0966d22501:PST.3MSG>PST.2MSG	train
LX-0966d22501:PST.3MSG>PST.3FSG	train
LX-0966d22501:PST.3MSG>PST.3PL	train
LX-09fb5f3364:PST.3MSG>PST.1SG	train
LX-09fb5f3364:PST.3MSG>PST.2FPL	train
LX-09fb5f3364:PST.3MSG>PST.2FSG	train
LX-09fb5f3364:PST.3MSG>PST.2MSG	train
LX-09fb5f3364:PST.3MSG>PST.3PL	train
LX-0a1e5f5d52:PST.3MSG>PST.1SG	train
LX-0a1e5f5d52:PST.3MSG>PST.2FPL	train
LX-0a1e5f5d52:PST.3MSG>PST.2FSG	train
LX-0a1e5f5d52:PST.3MSG>PST.3FSG	train
LX-0a1e5f5d52:PST.3MSG>PST.3PL	train
LX-0a3565f373:PST.3MSG>PST.1SG	train
LX-0a3565f373:PST.3MSG>PST.2FPL	train
LX-0a3565f373:PST.3MSG>PST.2MSG	train
LX-0a3565f373:PST.3MSG>PST.3FSG	train
LX-0a3565f373:PST.3MSG>PST.3PL	train
LX-0a7c205c5f:PST.3MSG>PST.1PL	train
LX-0a7c205c5f:PST.3MSG>PST.1SG	train
LX-0a7c205c5f:PST.3MSG>PST.2FSG	train
LX-0a7c205c5f:PST.3MSG>PST.3FSG	train
LX-0a7c205c5f:PST.3MSG>PST.3PL	train
LX-0a98035de4:PST.3MSG>PST.1PL	train
LX-0a98035de4:PST.3MSG>PST.2FSG	train
LX-0a98035de4:PST.3MSG>PST.2MPL	train
LX-0a98035de4:PST.3MSG>PST.2MSG	train
LX-0a98035de4:PST.3MSG>PST.3FSG	train
LX-0abda6f174:PST.3MSG>PST.1PL	train
LX-0abda6f174:PST.3MSG>PST.1SG	train
LX-0abda6f174:PST.3MSG>PST.2MSG	train
LX-0abda6f174:PST.3MSG>PST.3FSG	train
LX-0abda6f174:PST.3MSG>PST.3PL	train
LX-0b0fa036c7:PST.3MSG>PST.1SG	train
LX-0b0fa036c7:PST.3MSG>PST.2FPL	train
LX-0b0fa036c7:PST.3MSG>PST.2MSG	train
LX-0b0fa036c7:PST.3MSG>PST.3FSG	train
LX-0b0fa036c7:PST.3MSG>PST.3PL	train
LX-0b66ab3ba7:PST.3MSG>PST.1PL	train
LX-0b66ab3ba7:PST.3MSG>PST.2FPL	train
LX-0b66ab3ba7:PST.3MSG>PST.2FSG	train
LX-0b66ab3ba7:PST.3MSG>PST.2MPL	train
LX-0b66ab3ba7:PST.3MSG>PST.3FSG	train
LX-0c0a81e9f3:PST.3MSG>PST.2FPL	train
LX-0c0a81e9f3:PST.3MSG>PST.2FSG	train
LX-0c0a81e9f3:PST.3MSG>PST.2MPL	train
LX-0c0a81e9f3:PST.3MSG>PST.2MSG	train
LX-0c0a81e9f3:PST.3MSG>PST.3PL	train
LX-0c0e5ea21c:PST.3MSG>PST.2FPL	train
LX-0c0e5ea21c:PST.3MSG>PST.2MPL	train
LX-0c0e5ea21c:PST.3MSG>PST.2MSG	train
LX-0c0e5ea21c:PST.3MSG>PST.3FSG	train
LX-0c0e5ea21c:PST.3MSG>PST.3PL	train
LX-0c712b4b70:PST.3MSG>PST.1SG	train
LX-0c712b4b70:PST.3MSG>PST.2FSG	train
LX-0c712b4b70:PST.3MSG>PST.2MPL	train
LX-0c712b4b70:PST.3MSG>PST.3FSG	train
LX-0c712b4b70:PST.3MSG>PST.3PL	train
LX-0c9db8c268:PST.3MSG>PST.1PL	train
LX-0c9db8c268:PST.3MSG>PST.1SG	train
LX-0c9db8c268:PST.3MSG>PST.2FPL	train
LX-0c9db8c268:PST.3MSG>PST.2MSG	train
LX-0c9db8c268:PST.3MSG>PST.3FSG	train
LX-0d112e9865:PST.3MSG>PST.1SG	train
LX-0d112e9865:PST.3MSG>PST.2FPL	train
LX-0d112e9865:PST.3MSG>PST.2MPL	train
LX-0d112e9865:PST.3MSG>PST.3FSG	train
LX-0d112e9865:PST.3MSG>PST.3PL	train
LX-0d9e372cdb:PST.3MSG>PST.1SG	train
LX-0d9e372cdb:PST.3MSG>PST.2FPL	train
LX-0d9e372cdb:PST.3MSG>PST.2MPL	train
LX-0d9e372cdb:PST.3MSG>PST.3FSG	train
LX-0d9e372cdb:PST.3MSG>PST.3PL	train
LX-0da79b5838:PST.3MSG>PST.1SG	train
LX-0da79b5838:PST.3MSG>PST.2FSG	train
LX-0da79b5838:PST.3MSG>PST.2MSG	train
LX-0da79b5838:PST.3MSG>PST.3FSG	train
LX-0da79b5838:PST.3MSG>PST.3PL	train
LX-0dd13b0a79:PST.3MSG>PST.1PL	train
LX-0dd13b0a79:PST.3MSG>PST.2FPL	train
LX-0dd13b0a79:PST.3MSG>PST.2MSG	train
LX-0dd13b0a79:PST.3MSG>PST.3FSG	train
LX-0dd13b0a79:PST.3MSG>PST.3PL	train
LX-0ddcd20481:PST.3MSG>PST.1PL	train
LX-0ddcd20481:PST.3MSG>PST.1SG	train
LX-0ddcd20481:PST.3MSG>PST.2FPL	train
LX-0ddcd20481:PST.3MSG>PST.2MPL	train
LX-0ddcd20481:PST.3MSG>PST.3PL	train
LX-0e4e65521d:PST.3MSG>PST.1PL	train
LX-0e4e65521d:PST.3MSG>PST.2FPL	train
LX-0e4e65521d:PST.3MSG>PST.2FSG	train
LX-0e4e65521d:PST.3MSG>PST.3FSG	train
LX-0e4e65521d:PST.3MSG>PST.3PL	train
LX-0e88603fe5:PST.3MSG>PST.2FPL	train
LX-0e88603fe5:PST.3MSG>PST.2FSG	train
LX-0e88603fe5:PST.3MSG>PST.2MPL	train
LX-0e88603fe5:PST.3MSG>PST.3FSG	train
LX-0e88603fe5:PST.3MSG>PST.3PL	train
LX-0f9c3c2451:PST.3MSG>PST.1PL	train
LX-0f9c3c2451:PST.3MSG>PST.1SG	train
LX-0f9c3c2451:PST.3MSG>PST.2FPL	train
LX-0f9c3c2451:PST.3MSG>PST.2FSG	train
LX-0f9c3c2451:PST.3MSG>PST.2MPL	train
LX-0fc1f0960a:PST.3MSG>PST.1PL	train
LX-0fc1f0960a:PST.3MSG>PST.2FPL	train
LX-0fc1f0960a:PST.3MSG>PST.2FSG	train
LX-0fc1f0960a:PST.3MSG>PST.2MPL	train
LX-0fc1f0960a:PST.3MSG>PST.3PL	train
LX-0fcb10ec41:PST.3MSG>PST.1SG	train
LX-0fcb10ec41:PST.3MSG>PST.2FPL	train
LX-0fcb10ec41:PST.3MSG>PST.2MPL	train
LX-0fcb10ec41:PST.3MSG>PST.2MSG	train
LX-0fcb10ec41:PST.3MSG>PST.3PL	train
LX-1027ba49a0:PST.3MSG>PST.1PL	train
LX-1027ba49a0:PST.3MSG>PST.1SG	train
LX-1027ba49a0:PST.3MSG>PST.2FSG	train
LX-1027ba49a0:PST.3MSG>PST.2MSG	train
LX-1027ba49a0:PST.3MSG>PST.3PL	train
LX-1053f15348:PST.3MSG>PST.1SG	train
LX-1053f15348:PST.3MSG>PST.2FPL	train
LX-1053f15348:PST.3MSG>PST.2MPL	train
LX-1053f15348:PST.3MSG>PST.2MSG	train
LX-1053f15348:PST.3MSG>PST.3FSG	train
LX-106744db77:PST.3MSG>PST.1PL	train
LX-106744db77:PST.3MSG>PST.1SG	train
LX-106744db77:PST.3MSG>PST.2MPL	train
LX-106744db77:PST.3MSG>PST.2MSG	train
LX-106744db77:PST.3MSG>PST.3PL	train
LX-108b21f90e:PST.3MSG>PST.1PL	train
LX-108b21f90e:PST.3MSG>PST.1SG	train
LX-108b21f90e:PST.3MSG>PST.2FSG	train
LX-108b21f90e:PST.3MSG>PST.2MSG	train
LX-108b21f90e:PST.3MSG>PST.3PL	train
LX-10a8c597e8:PST.3MSG>PST.1PL	train
LX-10a8c597e8:PST.3MSG>PST.2FSG	train
LX-10a8c597e8:PST.3MSG>PST.2MPL	train
LX-10a8c597e8:PST.3MSG>PST.2MSG	train
LX-10a8c597e8:PST.3MSG>PST.3PL	train
LX-10d9508264:PST.3MSG>PST.1PL	train
LX-10d9508264:PST.3MSG>PST.2FPL	train
LX-10d9508264:PST.3MSG>PST.2MPL	train
LX-10d9508264:PST.3MSG>PST.3FSG	train
LX-10d9508264:PST.3MSG>PST.3PL	train
LX-112318d6be:PST.3MSG>PST.1PL	train
LX-112318d6be:PST.3MSG>PST.1SG	train
LX-112318d6be:PST.3MSG>PST.2FSG	train
LX-112318d6be:PST.3MSG>PST.2MPL	train
LX-112318d6be:PST.3MSG>PST.3PL	train
LX-113c768d0c:PST.3MSG>PST.1PL	train
LX-113c768d0c:PST.3MSG>PST.2FSG	train
LX-113c768d0c:PST.3MSG>PST.2MPL	train
LX-113c768d0c:PST.3MSG>PST.2MSG	train
LX-113c768d0c:PST.3MSG>PST.3PL	train
LX-11450e52db:PST.3MSG>PST.1PL	train
LX-11450e52db:PST.3MSG>PST.2FPL	train
LX-11450e52db:PST.3MSG>PST.2MPL	train
LX-11450e52db:PST.3MSG>PST.3FSG	train
LX-11450e52db:PST.3MSG>PST.3PL	train
LX-11c0e46972:PST.3MSG>PST.1PL	train
LX-11c0e46972:PST.3MSG>PST.1SG	train
LX-11c0e46972:PST.3MSG>PST.2FSG	train
LX-11c0e46972:PST.3MSG>PST.2MPL	train
LX-11c0e46972:PST.3MSG>PST.3PL	train
LX-11f8f3b455:PST.3MSG>PST.1SG	train
LX-11f8f3b455:PST.3MSG>PST.2FPL	train
LX-11f8f3b455:PST.3MSG>PST.2FSG	train
LX-11f8f3b455:PST.3MSG>PST.2MPL	train
LX-11f8f3b455:PST.3MSG>PST.3FSG	train
LX-127a854e85:PST.3MSG>PST.2FPL	train
LX-127a854e85:PST.3MSG>PST.2FSG	train
LX-127a854e85:PST.3MSG>PST.2MPL	train
LX-127a854e85:PST.3MSG>PST.2MSG	train
LX-127a854e85:PST.3MSG>PST.3FSG	train
LX-12a61c52bf:PST.3MSG>PST.1PL	train
LX-12a61c52bf:PST.3MSG>PST.1SG	train
LX-12a61c52bf:PST.3MSG>PST.2FPL	train
LX-12a61c52bf:PST.3MSG>PST.2FSG	train
LX-12a61c52bf:PST.3MSG>PST.2MSG	train
LX-12c3152541:PST.3MSG>PST.1SG	train
LX-12c3152541:PST.3MSG>PST.2FSG	train
LX-12c3152541:PST.3MSG>PST.2MSG	train
LX-12c3152541:PST.3MSG>PST.3FSG	train
LX-12c3152541:PST.3MSG>PST.3PL	train
LX-138c49c2ad:PST.3MSG>PST.2FPL	train
LX-138c49c2ad:PST.3MSG>PST.2FSG	train
LX-138c49c2ad:PST.3MSG>PST.2MPL	train
LX-138c49c2ad:PST.3MSG>PST.3FSG	train
LX-138c49c2ad:PST.3MSG>PST.3PL	train
LX-143e308fa6:PST.3MSG>PST.1SG	train
LX-143e308fa6:PST.3MSG>PST.2FPL	train
LX-143e308fa6:PST.3MSG>PST.2MSG	train
LX-143e308fa6:PST.3MSG>PST.3FSG	train
LX-143e308fa6:PST.3MSG>PST.3PL	train
LX-1455f46ab5:PST.3MSG>PST.1SG	train
LX-1455f46ab5:PST.3MSG>PST.2FPL	train
LX-1455f46ab5:PST.3MSG>PST.2MPL	train
LX-1455f46ab5:PST.3MSG>PST.3FSG	train
LX-1455f46ab5:PST.3MSG>PST.3PL	train
LX-14e1531e25:PST.3MSG>PST.2FSG	train
LX-14e1531e25:PST.3MSG>PST.2MPL	train
LX-14e1531e25:PST.3MSG>PST.2MSG	train
LX-14e1531e25:PST.3MSG>PST.3FSG	train
LX-14e1531e25:PST.3MSG>PST.3PL	train
LX-14fb70d88d:PST.3MSG>PST.2FPL	train
LX-14fb70d88d:PST.3MSG>PST.2FSG	train
LX-14fb70d88d:PST.3MSG>PST.2MSG	train
LX-14fb70d88d:PST.3MSG>PST.3FSG	train
LX-14fb70d88d:PST.3MSG>PST.3PL	train
LX-15c5078205:PST.3MSG>PST.1PL	train
LX-15c5078205:PST.3MSG>PST.2FPL	train
LX-15c5078205:PST.3MSG>PST.2MPL	train
LX-15c5078205:PST.3MSG>PST.2MSG	train
LX-15c5078205:PST.3MSG>PST.3FSG	train
LX-15d854eb45:PST.3MSG>PST.1PL	train
LX-15d854eb45:PST.3MSG>PST.2FPL	train
LX-15d854eb45:PST.3MSG>PST.2FSG	train
LX-15d854eb45:PST.3MSG>PST.2MPL	train
LX-15d854eb45:PST.3MSG>PST.3PL	train
LX-15d96bf6da:PST.3MSG>PST.1SG	train
LX-15d96bf6da:PST.3MSG>PST.2FSG	train
LX-15d96bf6da:PST.3MSG>PST.2MPL	train
LX-15d96bf6da:PST.3MSG>PST.3FSG	train
LX-15d96bf6da:PST.3MSG>PST.3PL	train
LX-16090f6c24:PST.3MSG>PST.2FSG	train
LX-16090f6c24:PST.3MSG>PST.2MPL	train
LX-16090f6c24:PST.3MSG>PST.2MSG	train
LX-16090f6c24:PST.3MSG>PST.3FSG	train
LX-16090f6c24:PST.3MSG>PST.3PL	train
LX-16667d60db:PST.3MSG>PST.1SG	train
LX-16667d60db:PST.3MSG>PST.2FPL	train
LX-16667d60db:PST.3MSG>PST.2FSG	train
LX-16667d60db:PST.3MSG>PST.2MPL	train
LX-16667d60db:PST.3MSG>PST.3PL	train
LX-179937f7f4:PST.3MSG>PST.1PL	train
LX-179937f7f4:PST.3MSG>PST.1SG	train
LX-179937f7f4:PST.3MSG>PST.2FSG	train
LX-179937f7f4:PST.3MSG>PST.2MPL	train
LX-179937f7f4:PST.3MSG>PST.2MSG	train
LX-17bbbfa072:PST.3MSG>PST.1SG	train
LX-17bbbfa072:PST.3MSG>PST.2FSG	train
LX-17bbbfa072:PST.3MSG>PST.2MSG	train
LX-17bbbfa072:PST.3MSG>PST.3FSG	train
LX-17bbbfa072:PST.3MSG>PST.3PL	train
LX-17e67356d1:PST.3MSG>PST.1PL	train
LX-17e67356d1:PST.3MSG>PST.2FPL	train
LX-17e67356d1:PST.3MSG>PST.2MPL	train
LX-17e67356d1:PST.3MSG>PST.2MSG	train
LX-17e67356d1:PST.3MSG>PST.3FSG	train
LX-1865ff0b18:PST.3MSG>PST.1PL	train
LX-1865ff0b18:PST.3MSG>PST.2FPL	train
LX-1865ff0b18:PST.3MSG>PST.2FSG	train
LX-1865ff0b18:PST.3MSG>PST.2MSG	train
LX-1865ff0b18:PST.3MSG>PST.3FSG	train
LX-18e2949f94:PST.3MSG>PST.1PL	train
LX-18e2949f94:PST.3MSG>PST.1SG	train
LX-18e2949f94:PST.3MSG>PST.2FSG	train
LX-18e2949f94:PST.3MSG>PST.2MPL	train
LX-18e2949f94:PST.3MSG>PST.2MSG	train
LX-1916dd333a:PST.3MSG>PST.1PL	train
LX-1916dd333a:PST.3MSG>PST.2FPL	train
LX-1916dd333a:PST.3MSG>PST.2MSG	train
LX-1916dd333a:PST.3MSG>PST.3FSG	train
LX-1916dd333a:PST.3MSG>PST.3PL	train
LX-1933198ef1:PST.3MSG>PST.1PL	train
LX-1933198ef1:PST.3MSG>PST.1SG	train
LX-1933198ef1:PST.3MSG>PST.2MPL	train
LX-1933198ef1:PST.3MSG>PST.2MSG	train
LX-1933198ef1:PST.3MSG>PST.3PL	train
LX-1935eb78f7:PST.3MSG>PST.1PL	train
LX-1935eb78f7:PST.3MSG>PST.1SG	train
LX-1935eb78f7:PST.3MSG>PST.2FPL	train
LX-1935eb78f7:PST.3MSG>PST.2FSG	train
LX-1935eb78f7:PST.3MSG>PST.3FSG	train
LX-19525e7829:PST.3MSG>PST.1PL	train
LX-19525e7829:PST.3MSG>PST.1SG	train
LX-19525e7829:PST.3MSG>PST.2FSG	train
LX-19525e7829:PST.3MSG>PST.2MSG	train
LX-19525e7829:PST.3MSG>PST.3PL	train
LX-19fbe79dd5:PST.3MSG>PST.1PL	train
LX-19fbe79dd5:PST.3MSG>PST.2FSG	train
LX-19fbe79dd5:PST.3MSG>PST.2MPL	train
LX-19fbe79dd5:PST.3MSG>PST.2MSG	train
LX-19fbe79dd5:PST.3MSG>PST.3PL	train
LX-1a565e6bf3:PST.3MSG>PST.1SG	train
LX-1a565e6bf3:PST.3MSG>PST.2FPL	train
LX-1a565e6bf3:PST.3MSG>PST.2FSG	train
LX-1a565e6bf3:PST.3MSG>PST.2MSG	train
LX-1a565e6bf3:PST.3MSG>PST.3PL	train
LX-1a8bb53e56:PST.3MSG>PST.1PL	train
LX-1a8bb53e56:PST.3MSG>PST.1SG	train
LX-1a8bb53e56:PST.3MSG>PST.2FPL	train
LX-1a8bb53e56:PST.3MSG>PST.2MPL	train
LX-1a8bb53e56:PST.3MSG>PST.3FSG	train
LX-1a98c1f4d3:PST.3MSG>PST.1PL	train
LX-1a98c1f4d3:PST.3MSG>PST.1SG	train
LX-1a98c1f4d3:PST.3MSG>PST.2MSG	train
LX-1a98c1f4d3:PST.3MSG>PST.3FSG	train
LX-1a98c1f4d3:PST.3MSG>PST.3PL	train
LX-1ac3d4f823:PST.3MSG>PST.2FPL	train
LX-1ac3d4f823:PST.3MSG>PST.2FSG	train
LX-1ac3d4f823:PST.3MSG>PST.2MSG	train
LX-1ac3d4f823:PST.3MSG>PST.3FSG	train
LX-1ac3d4f823:PST.3MSG>PST.3PL	train
LX-1be7b2b6f9:PST.3MSG>PST.2FPL	train
LX-1be7b2b6f9:PST.3MSG>PST.2MPL	train
LX-1be7b2b6f9:PST.3MSG>PST.2MSG	train
LX-1be7b2b6f9:PST.3MSG>PST.3FSG	train
LX-1be7b2b6f9:PST.3MSG>PST.3PL	train
LX-1c0d767968:PST.3MSG>PST.1PL	train
LX-1c0d767968:PST.3MSG>PST.1SG	train
LX-1c0d767968:PST.3MSG>PST.2FPL	train
LX-1c0d767968:PST.3MSG>PST.3FSG	train
LX-1c0d767968:PST.3MSG>PST.3PL	train
LX-1c6c2f2853:PST.3MSG>PST.1PL	train
LX-1c6c2f2853:PST.3MSG>PST.1SG	train
LX-1c6c2f2853:PST.3MSG>PST.2FSG	train
LX-1c6c2f2853:PST.3MSG>PST.2MPL	train
LX-1c6c2f2853:PST.3MSG>PST.3PL	train
LX-1cfad87fec:PST.3MSG>PST.1PL	train
LX-1cfad87fec:PST.3MSG>PST.1SG	train
LX-1cfad87fec:PST.3MSG>PST.2FSG	train
LX-1cfad87fec:PST.3MSG>PST.2MSG	train
LX-1cfad87fec:PST.3MSG>PST.3FSG	train
LX-1d3a030898:PST.3MSG>PST.1SG	train
